NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES
Musée des Beaux-Arts Denys Puech;Place Georges Clemenceau;12000;RODEZ;http://musee-denys-puech.grand-rodez.com/;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du mardi au vendredi de 10 h à 12 h et de 14 h à 18 h, samedi et dimanche de 14h à 18h;
Musée Fenaille;14, Place Eugène Raynaldy;12000;RODEZ;www.musee-fenaille.com ou www.grandrodez.com;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert mardi, jeudi et vendredi de 10h à 12h et de 14h à 18h, mercredi et samedi de 13h à 19h, dimanche de 14h à 18h - Du 1er juillet au 31 août mardi, jeudi, vendredi de 10h à 18h et mercredi, samedi de 12h à 18h. Du 15 juillet au 15 août ouvert tous les;
Musée Soulages;"Communauté d'agglomération du Grand Rodez
1, Place Adrien-Rozier - B.P. 531";12005;RODEZ Cedex;www.grand-rodez.com ou http://musee-soulages.grand-rodez.com/;;;
Musée Municipal d'archéologie;Rue Saint-Pierre;12250;ROQUEFORT-SUR-SOULZON;;;;
Musée des Arts et Métiers;;12330;SALLES-LA-SOURCE;www.musees-aveyron.fr;De novembre à mars;"Ouvert en avril et octobre les mercredi , jeudi et dimanche de 14h à 18h, mai/juin/septembre du mercredi au lundi de 14h à 18h, juillet-août du mardi au vendredi de 10h à 12h30 et de 13h30 à 18h30, les samedi, dimanche et lundi de 13h30 à 18h30
Visites";
Musée du Charroi Rural et de l'Artisanat Traditionnel;Ancienne Eglise Saint-Firmin;12120;SALMIECH;www.musee-charroi-rural-salmiech.fr;;Ouvert en Juillet et Août tous les jours de 11h à 12h et de 14h30 à 18h30. Autres jours de l'année, sur rendez-vous;
Musée Municipal Urbain Cabrol;Place de la Fontaine;12200;VILLEFRANCHE-DE-ROUERGUE;www.villefranchederouergue.fr;Jours fériés;Ouvert d'avril à juin et septembre du mardi au samedi de 14h à 18h, juillet-août du mardi au samedi de 10h à 12h et de 14h30 à 18h30;
Musée des Jacobins;4, Place Louis Blanc;32000;AUCH;www.musee-jacobins.auch.fr www.auch-tourisme.com ou site de la mairie;Janvier et jours fériés;Ouvert du 1er février au 31 mars tous les jours de 10h à 12h et de 14h à 18h et du 1er novembre au 31 décembre du lundi au vendredi de 14h à 17h, samedi et dimanche de 10h à 12h et de 14h à 17h;
Musée de l'Armagnac;2, Rue Jules Ferry;32100;CONDOM;site du département : www.gers-gascogne.com;Janvier;Ouvert de novembre à mars du mercredi au dimanche de 14h à 17h et d'avril à octobre du mercredi au lundi de 10h à 12h et de 15h à 18h;
Musée Archéologique;Place de la République;32180;EAUZE;site du département : www.gers-gascogne.com ou site de la mairie;Janvier,  1er week-end de juillet;Ouvert du 1er mars au 30 juin et du 1er septembre au 30 novembre tous les jours de 10h à 12h et de 14h à 18h, du 1er juillet au 31 août tous les jours de 10h à 19h;
Musée Campanaire;Place de l'Hôtel de ville;32600;L'ISLE JOURDAIN;site du département : www.gers-gascogne.com;1er janvier au 15 janvier, 1er mai, 25 décembre;Ouvert du 15 juin au 14 septembre de 10h à 12h et de 14h30 à 18h30, du 15 septembre au 14 juin de 10h à 12h et de 14h30 à 17h30;
Musée d'Archéologie;"Place du Général de Gaulle
Hôtel de Ville";32700;LECTOURE;site du département : www.gers-gascogne.com;Jours fériés;Ouvert du mercredi au lundi du 1er février au 30 avril et du 1er novembre au 31 décembre de 14h à 17h et du 1er mai au 31 octobre de 10h à 12h et de 14h à 17h;
Musée Joseph Abeilhe;"Mairie de Marciac
19, Place de l'Hôtel de Ville";32230;MARCIAC;Site de la région : www.musees-midi-pyrenees.fr;;Ouvert du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h;
Musée des Beaux-Arts et des Arts Décoratifs;13, rue de l'Evêché;32300;MIRANDE;site du département : www.gers-gascogne.com;Jours fériés;Ouvert du lundi au vendredi de 9h à 12h et de 14h à 18h, le samedi de 10h à 12h et de 15h à 18h, et le dimanche de 10h à 12h en juillet août;
Musée de Préhistoire;Avenue de Benabarre;31420;AURIGNAC;www.musee-aurignacien.com;;Ouvert du mardi au dimanche de 10h à 17h;
Musée du Pays de Luchon;18, Allée d'Etigny;31110;BAGNERES-DE-LUCHON;www.luchon.com ou www.mairies-luchon.fr -www.musees-midi-pyrenees.fr;Jours fériés;Ouvert en janvier et décembre le mardi, jeudi et vendredi de 10h à 12h et de 15h à 18h, le mercredi, samedi et dimanche de 9j à 12h et de 14h à 18h. De février à juin et de septembre à octobre le lundi, mardi, jeudi et vendredi de 10h à 12h et de 15h à 18;
Musée Municipal;Place Henri Dulion;31220;MARTRES-TOLOSANE;www.tourisme-martres-tolosane.fr;Première semaine de janvier;Ouvert du mardi au vendredi de 9h30 à 12h30 et de 13h30 à 17h30  de décembre à février - de mars à mi-juin et de mi-septembre à fin novembre du mardi au samedi de 9h30 à 12h30 et de 13h30 à 17h30 - de mi-juin à mi septembre tous les jours et jours fériés;
Musée Archéologique Départemental;Bâtiment de l'Ancienne Gendarmerie;31510;SAINT-BERTRAND-DE-COMMINGES;http://www.musees-midi-pyrenees.fr/musees/musee-archeologique-departemental;Janvier;Expositions temporaires tous les jours de 10h à 18h de février à décembre;
Musée Municipal d'Art et d'Histoire;6, place de Mas Saint Pierre;31800;SAINT-GAUDENS;www.mairiestgaudens.fr;;Exposition hors les murs ouvert du 7 juillet au 10 novembre 2012 du lundi au samedi de 10h à 12h et de 14h30 à 18h;
Musée des Augustins;21, rue de Metz;31000;TOULOUSE;www.augustins.org;;Ouvert tous les jours de 10h à 18h. Nocturne le mercredi jusqu'à 21h;Mercredi jusqu'à 21h
Musée Saint-Raymond;Place Saint Sernin;31000;TOULOUSE;www.SaintRaymond.toulouse.fr;1er janvier, 1 mai et 25 décembre;Ouvert tous les jours de 10h à 18h, de 10h à 19h du 1er juillet au 31 août. Fermeture exceptionnelle à 17h les 24 et 31 décembre;
Musée des Transports et des Communications;93, avenue Jules Julien;31400;TOULOUSE;http://asptuit.free.fr;;Ouvert les jeudis de 10h à 12h et de 14h à 16h et sur rendez-vous;
Musée du Vieux Toulouse;"Hôtel Dumay
7, Rue du May";31000;TOULOUSE;En projet;Jours fériés;Ouvert de mi-avril à début novembre du lundi au samedi de 14h à 18h. Ouvert toute l'année sur rendez-vous pour les groupes.;
Musée Georges Labit;17, rue du Japon;31400;TOULOUSE;;Jours fériés;Ouvert du mardi au dimanche de 10h à 17h d'octobre à mai et de 10h à 18h de juin à septembre;
Musée Paul Dupuy;13, Rue de la Pléau;31000;TOULOUSE;Site des musées de la région : www.musees-midi-pyrenees.fr/;Jours fériés;Ouvert du mardi au dimanche de 10h à 17h d'octobre à mai et de 10h à 18h de juin à septembre;
Les Abattoirs, Musée d'Art Moderne et Contemporain;76, allées Charles-de-Fitte;31300;TOULOUSE;www.lesabattoirs.org;1er janvier, 1er mai et 25 décembre;Ouvert du mercredi au vendredi de 10h à 18h et du samedi et dimanche de 11h à 19h en été de 11h à 19h;
Muséum d'Histoire Naturelle;35, allées Jules Guesde;31000;TOULOUSE;www.museum.toulouse.fr;1er janvier, 1er mai, 25 décembre;Ouvert de 10h à 18h du mardi au dimanche;
Musée Bigourdan du Vieux Moulin;Rue Hount-Blanque;65200;BAGNERES-DE-BIGORRE;;;;
Musée Salies;Place des Thermes;65200;BAGNERES-DE-BIGORRE;www.museesbagneres.fr/;;Ouvert du mercredi au dimanche de 10h à 12h et de 14h à 18h, samedi et dimanche de 15h à 18h;
Muséum d'Histoire Naturelle;7, Place des Thermes de Salut;65200;BAGNERES-DE-BIGORRE;www.museesbagneres.fr/;;Ouvert de mai à octobre du mercredi au dimanche de 15h à 18h, de novembre à avril le mercredi et dimanche de 15h à 18h;
Musée Pyrénéen;Château fort;65100;LOURDES;www.chateaufort-lourdes.fr ou site de la ville - http://www.lourdes-visite.com/;1er & 11 novembre, 25 décembre et 1er janvier;Ouvert du 1er avril au 30 septembre de 9h à 12h et de 13h30 à 18h30 et du 1er octobre au 31 mars de 9h à 12h et de 14h à 18h (17h le vendredi);
Musée Municipal;Presbytère;65120;LUZ-SAINT-SAUVEUR;;;Ouvert tous les jours de juin à septembre de 16h à 18h30;
Musée-château Gaston Phébus;Château-Fort de Mauvezin;65130;MAUVEZIN;www.chateaudemauvezin.com;;Ouvert tous les jours du 15 octobre au 14 avril de 13h30 à 17h30 et du 15 avril au 14 octobre de 10h à 19h;
Musée Massey;"Rue Achille Jubinal
Jardin Massey";65000;TARBES;www.musee-massey.com;1er janvier, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 17h du 16 octobre au 14 avril et de 10h à 19h du 15 avril au 15 octobre;
Musée de Préhistoire de Cabrerets;"Centre de Préhistoire du Pech Merle
Mairie";46330;CABRERETS;www.pechmerle.com;15 décembre au 15 janvier;Ouvert tous les jours du d' avril au 11 novembre 2012 de 9h45 à 12h45 et de 13h45 à 18h30;
Musée Henri Martin;792, Rue Emile Zola;46000;CAHORS;www.mairie-cahors.fr/musee;1er janvier, 1er mai, 25 décembre et pendant les montages d'expositions;Ouvert du mercredi au lundi de 11h à 18h, dimanche et jours fériés de 14h à 18h;
Musée d'Histoire de Figeac;"Rue Victor Delbos
Cour du Puy";46100;FIGEAC;http://www.musee-champollion.fr/;;Ouvert en juillet – août de 14h30 à 18h30, tous les jours, et pour les groupes, sur réservation auprès du musée Champollion;
Musée Champollion - Les Ecriture du Monde;4, Rue des Frères Champollion;46100;FIGEAC;www.musee-champollion.fr et site de la ville;1er janvier, 1er mai, 25 décembre;Ouvert juillet-août tous les jours de 10h30 à 18h, et du mardi au dimanche d'avril à  juin et septembre de 10h30 à 12h30 et de 14h à 18h, octobre à mars de 14h à 17h30. Ouvert les lundis de Pâques et de Pentecôte;
Musée Murat;Place de Tolentino;46240;LABASTIDE MURAT;site de l'association des amis du musée;;Ouvert du mercredi au lundi du 15 juillet au 15 septembre de 10h à 12h et de 15h à 18h ainsi que les deux jours JEP;
"Musée Archéologique ""Armand-Viré""";Rue de la Ville;46140;LUZECH;http://www.ville-luzech.fr/musee-archeologique-armand-vire-luzech;;Ouvert en juillet/août de 10h à 13h et de 14h à 18h du lundi au samedi. Autre période contacter l'O.T.;
Musée Gallo-Romain d'Uxellodunum;"Palais de la Raymondie
Place des Consuls";46600;MARTEL;;;Ouvert de 10h à 12h30 et de 15h à 18h30 en juillet-Août;
Musée d'Art Sacré;Parvis des Sanctuaires;46500;ROCAMADOUR;;;;
Musée Départemental de Cuzals;;46330;SAULIAC-SUR-CELE;www.museeduquercy.com;Entre octobre et avril;Ouvert en mai, juin et septembre du  mercredi au dimanche de 14h à 18h, en juillet-août tous les jours de 10h à 19h et toute l'année pour les groupes sur réservation;
Musée de l'Automate;Place de l'Abbaye;46200;SOUILLAC;www.musee-automate.fr;1er janvier, 1er mai, 25 décembre;Ouvert en  juillet-août tous les jours de 10h à 18h, du mardi au dimanche d'avril à juin et en septembre de 10h à 12h et de 15h à 18h et du mercredi au dimanche de janvier à mars et d'octobre à décembre de 14h30 à 17h;
Musée Municipal;Mairie;46110;VAYRAC;http://www.vayrac.fr/uxellodunum.php?lg=fr;;Ouvert en juillet août du mardi au dimanche de 10h à 12h et de 16h à 19h;
Musée Toulouse Lautrec;"Palais de la Berbie
B.P. 100";81003;ALBI Cedex;www.museetoulouselautrec.net;1er Janvier, 1er Mai, 1er Novembre, et 25 Décembre;Ouvert du mercredi au lundi en janvier de 10h à 12h et de 14h à 17h, en février et mars, novembre et décembre de 10h à 12h et de 14h à 17h30, avril/mai et octobre de 10h à 12h et de 14h à 18h, du 1er au 20 juin de 9h à 12h et de 14h à 18h de mi-juin au 30;
Musée Eugénie et Maurice Guérin;Château de Cayla;81140;ANDILLAC;http://musee-cayla.tarn.fr/;;Ouvert en janvier et février, samedi et dimanche de 14h à 17h, de mars à avril et de novembre à décembre du mercredi au dimanche de 14h à 17h, de mai à juin et de septembre à octobre du mercredi au lundi de 10h à 12h et de 14h à 18h, juillet & août tous l;
Musée Jean Jaurès;2, Place Pélisson;81100;CASTRES;www.ville-castres.fr ou www.musees-midi-pyrenees.fr/musees/centre-national-et-musee-jean-jaures/;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert de 10h à 12h et de 14h à 18h (17h du 1er octobre au 31 mars), juillet-août ouvert tous les jours;
Musée Goya;"Hôtel de Ville
B.P. 10406";81108;CASTRES Cedex;www.ville-castres.fr;1er janvier, 1er mai, 14 juillet, 1er novembre et 25 décembre;Ouvert de 9h à 12h et de 14h à 17 du 1er octobre au 31 mars, dimanche et jours fériés OUVERT 0 10H, en  juillet-août tous les jours de 10h à 18h;
Musée Charles Portal - Histoire et Patrimoine;"Porte des Ormeaux
1, Rue Saint-Michel";81170;CORDES-SUR-CIEL; http://musee-charles-portal.asso-web.com;;Ouvert de Pâques à la Toussaint vendredi, samedi, dimanche et jours fériés de 15h à 18 et en juillet-août du mercredi au lundi de 14h30 à 18h30;
Musée du protestantisme en Haut-Languedoc;"""La Ramade""";81260;FERRIERES;www.mpehl.org et www.musees-midi-pyrenees.fr;15 décembre au 15 mars;Ouvert de juillet à septembre tous les jours de 10h à 12h et de 15h à 19h, mardi et dimanche de 15h à 19h, visites guidées à 15h30 et 17h, hors saison du lundi au vendredi de 14h à 17h, dimanches et jours fériés de 14h à 18h, visites guidées à 14h30 et 16;
Musée de l'Abbaye Saint-Michel;Place Saint-Michel;81600;GAILLAC;site de la ville;;Ouvert tous les jours de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 9h30 à 13h et de 14h à 19h;
Muséum d'histoire naturelle Philadelphe Thomas;Place Philadelphe Thomas;81600;GAILLAC;Site de la ville :  www.ville-gaillac.fr;Janvier;Ouvert vendredi, samedi et dimanche de 10h à 12h et de 14h à 18h de novembre à mars et d'avril à octobre du mercredi au lundi de 10h à 12h et de 14h à 18h, en juillet-août du mercredi au lundi de 10h à 12h et de 14h à 18h;
Musée des Beaux-Arts;Avenue Dom-Vayssette;81600;GAILLAC;Site de la ville www.ville-gaillac.fr;Janvier;Ouvert vendredi, samedi et dimanche de 10h à 12h et de 14h à 18h de novembre à mars et d'avril à octobre du mercredi au lundi de 10h à 12h et de 14h à 18h, en juillet-août du mercredi au lundi de 10h à 12h et de 14h à 18h;
Musée Départemental du Textile;Rue de la Rive;81270;LA-BASTIDE-ROUAIROUX;http://musee-textile.tarn.fr;1er mai, 1er novembre, 11 novembre et du 24 décembre à fin février;Ouvert de mars à avril du mercredi au dimanche de 14h à 17h, de mai à juin du mercredi au lundi de 10h à 12h et de 14h à 18h, de juillet à août tous les jours de 10h à 12h30 et de 14h à 19h de septembre à octobre du mercredi au lundi de 10h à 12h et de 14;
Musée du Pays Vaurais;1, rue Jouxaygues;81500;LAVAUR Cedex;www.musees-midi-pyrenees.fr/musees/musee-du-pays-vaurais;;Ouvert du 15 mai à fin juin mercredi et du vendredi au dimanche de 14h à 18h, du 1er juillet au 31 août tous les jours de 14h à 18h;
Musée Raymond Lafage;10, Rue Victor Mazies;81310;LISLE-SUR-TARN;www.ville-lisle-sur-tarn.fr - http://musee.lislesurtarn.over-blog.fr/;;Ouvert du mercredi au lundi de 10h à 12h et de 15h à 18h du 1er avril au 31 octobre;
Musée du Pays Rabastinois;"Mairie de Rabastens
2, Rue Amédée Clausade";81800;RABASTENS;Site de la région : www.musees-midi-pyrenees.fr/musees/musee-du-pays-rabastinois;Décembre;Ouvert du mardi au vendredi de 10h à 12h et de 14h à 18h, samedi, dimanche et jours fériés de 14h à 18h;Nuit des musées
Musée du Vieil Auvillar;"Mairie
Place de la Halle";82340;AUVILLAR;www.auvillar.com;Décembre, janvier;Ouvert du 15 avril au 15 octobre du mercredi au lundi de 14h30 à 18h30 et du 15 octobre au 14 avril  samedi et dimanche de 14h30 à 17h30;
Musée Théodore Calbet;15, Rue Jean de Comère;82170;GRISOLLES;www.museecalbet.com;Jours fériés;Ouvert du mercredi au dimanche de 15h à 18h et sur endez-vous pour les groupes et les scolaires;
Musée des arts et traditions populaires;4, Rue de l'Abbaye;82200;MOISSAC;;;Ouvert d'avril à juin et de septembre à octobre du mardi au dimanche  de 10h à 12h et de 14h à 17h, en  juillet-août tous les jours de 10h à 13h et de 14h à 18h;
Musée d'Histoire Naturelle Victor Brun;2, Place Antoine Bourdelle;82000;MONTAUBAN;www.museum.montauban.com/;Jours fériés;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h et le dimanche de 14h à 18h;
Musée Ingres;BP 752;82013;MONTAUBAN Cedex;www.montauban.com;1er janvier, 1er mai, 14 juillet, 1er novembre, 25 décembre;Ouvert du 1er novembre au 30 mars du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h, du 1er avril au 31 octobre du mardi au dimanche de 10h à 12h et de 14h à 18h, de  juillet à septembre tous les jours de 10h à 18h;
Musée de Préhistoire;"Hôtel de Ville
Place de la Mairie";82140;SAINT-ANTONIN-NOBLE-VAL;Site de la ville : www.saint-antonin-noble-val.com;;Ouvert de 15h à 18h du mercredi au lundi en juillet-août;
Musée Théophile Jouglet;215, Avenue Anatole-France;59410;ANZIN;site de la ville ou www.mediatheque-anzin.fr;;Ouverture du mardi au vendredi de 14h30 à 18h et le samedi de 14h30 à 18h30;
Musée d'Histoire et d'Archéologie;BP 90;59440;AVESNES-SUR-HELPE;http://www.annuaire-mairie.fr/musee-de-la-societe-archeologique-d-avesnes-sur-helpe.html#musee;;;
Musée Benoît de Puydt;24, Rue du Musée;59270;BAILLEUL;Site de la ville;Jours fériés, samedi au mardi gras inclus (carnaval), du samedi des vacances de Noël à début janvier de l'année suivante;Ouvert de 14h à 17h30 du mercredi au dimanche de 14h à 17h30 et sur réservation les lundi et mardi;
Forum Antique de Bavay, Musée Archéologique du Département du Nord;Allée Chanoine Henri Biévelet;59570;BAVAY;http://forumantique.lenord.fr/fr/Accueil.aspx;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre - Fermetures annuelles la 1ère quinzaine de septembre et la 2ème quinzaine de janvier;Ouvert tous les jours de 9h à 12h et de 13h à 18h;
Musée du Mont-de-Piété;1, Rue du Mont-de-Piété;59380;BERGUES;www.musee-bergues.fr;;Ouvert du 5 mai au 30 septembre. Juin à août du jeudi au lundi de 14h à 18h,  en mai et septembre de 14h à 17h  du jeudi au lundi et de 14h à 18h le week-end;
Musée de l'Ostrevant;192, rue Edouard Lalo;59111;BOUCHAIN;http://museedostrevant.canalblog.com/;;Ouvert le dimanche de 15h à 18h d'avril à novembre, les autres jours toute l'année sur rendez-vous;
Musée Municipal de Cambrai;15, Rue de l'Epée;59400;CAMBRAI;www.villedecambrai.com/culture/musee.html;1er janvier, 1er et 8 mai, 14 juillet, 15 août, 1er et 11 novembre, 25 décembre;Ouvert du mercredi au dimanche de 10h à 12h et de 14h à 18h pour tous les publics et les lundis et mardis uniquement aux groupes sur réservation (8h30 à 12h30 et 14h à 18h);
